WIN , 33888.5, -33.17562484741211, 154.0, 7.656687754179846, 223.0, 4425, 105, 29, 9.0773316899509584E16, 0.0, 3.3952932590679572E16, 2.0509109105176137E13, 2922, 0, 0
WIN , 11176.909507751465, -20234.5, 69.4037094116211, 3.024874021042345, 129.18098, 3695, 153, 33, 1.37648193403061072E17, 0.0, 2.9759775064630888E16, 3.725255572477972E13, 5111, 0, 0
LOSS, -7321.909507751465, -20284.409509658813, 63.144142150878906, -8.236118681385225, 223.0, 889, 340, 18, 6.2624790289965112E16, 0.0, 1.687386375229122E16, 7.044408356576503E13, 5618, 0, 0
LOSS, 10070.2578125, -9003.499996185303, 56.247459411621094, 10.566902216684156, 191.0, 953, 336, 18, 1.2752630384278128E16, 0.0, 4.215026846475235E15, 1.3381563886965506E13, 6166, 0, 0
WIN , 14866.528594970703, -13226.757820129395, 90.98014068603516, 13.727173217886152, 159.42719, 1083, 327, 25, 4.501767555311332E16, 0.0, 1.3994956829500852E16, 4.1567567454398266E13, 6762, 0, 0
LOSS, -7578.081573486328, -20272.2864112854, 61.636573791503906, -11.896517383808993, 223.0, 637, 357, 10, 110165.8471220497, 0.0, 40633.80373366039, 172.9448149482727, 7118, 0, 0
WIN , 19976.295166015625, -8915.20484161377, 68.160400390625, 17.77250459609931, 223.0, 1124, 325, 37, 76217.35230245403, 0.0, 26509.062591552734, 67.80903229755697, 7683, 0, 0
LOSS, 1063.2760009765625, -20231.500007629395, 60.377098083496094, 1.304633130032592, 186.448, 815, 345, 23, 89680.7017527031, 0.0, 40551.95559692383, 110.0376708622124, 8166, 0, 0
LOSS, 11817.883178710938, -15024.776008605957, 60.84770202636719, 9.530550950573337, 207.0, 1240, 317, 27, 4.476112104552193E15, 0.0, 4.476112104498126E15, 3.6097678262517686E12, 8865, 0, 0
WIN , 9125.8408203125, -19042.659187316895, 65.5602035522461, 9.55585426210733, 169.0, 955, 336, 17, 1.6933645977013536E16, 0.0, 1.3059628970656376E16, 1.7731566468077E13, 9379, 0, 0
LOSS, -12374.651977539062, -20264.50000190735, 55.227195739746094, -45.328395522121106, 223.0, 273, 381, 4, 6.790777045690055E10, 0.0, 6.790772429169281E10, 2.4874641193003866E8, 9548, 0, 0
LOSS, 5866.335693359375, -5733.848030090332, 56.734840393066406, 14.927062832975508, 191.0, 393, 373, 10, 1.788020909568002E15, 0.0, 1.7880209095429955E15, 4.549671525618326E12, 9729, 0, 0
WIN , 18578.64630126953, -8570.183723449707, 76.89274215698242, 19.33261841963531, 128.33997, 961, 335, 26, 5.455281136129917E15, 0.0, 5.455281136063464E15, 5.676671317512921E12, 10221, 0, 0
LOSS, 5913.024963378906, -20278.83002471924, 64.0633316040039, 6.742331771241626, 175.0, 877, 341, 23, 7.585381242028711E15, 0.0, 4.4761121044981045E15, 8.649237448151324E12, 10692, 0, 0
LOSS, -6677.501953125, -19121.854988098145, 62.29774475097656, -9.99626040886976, 191.0, 668, 355, 7, 3.271454621443046E13, 0.0, 3.271454617665067E13, 4.8973871578488716E10, 11058, 0, 0
