LOSS, -513.0, -512.0, 0.0, -0.08548575237460423198.88538, 6000, 0, 2, 1024.0, 0.0, 0.20913181136477255
LOSS, 0.0, -512.0, 512.0, 0.0225.07086, 6000, 0, 2, 1576.0, 0.0, 0.5226666666666666
LOSS, 0.0, -512.0, 512.0, 0.0210.32101, 6000, 0, 2, 1576.0, 0.0, 0.611
LOSS, -64.0, -512.0, 512.0, -0.010666666666666666225.00323, 6000, 0, 2, 1576.0, 0.0, 0.6188333333333333
LOSS, 64.0, -512.0, 576.0, 0.010666666666666666181.84796, 6000, 0, 0, 1704.0, 0.0, 0.554
LOSS, -42.0, -512.0, 512.0, -0.007225.0001, 6000, 0, 0, 1576.0, 0.0, 0.5501666666666667
LOSS, 42.0, -512.0, 554.0, 0.007182.16809, 6000, 0, 1, 1660.0, 0.0, 0.545
LOSS, 0.0, -512.0, 512.0, 0.0193.00233, 6000, 0, 2, 1576.0, 0.0, 0.7846666666666666
LOSS, 0.0, -512.0, 512.0, 0.0202.41895, 6000, 0, 2, 1576.0, 0.0, 0.522
LOSS, -42.0, -512.0, 512.0, -0.007177.81128, 6000, 0, 0, 1576.0, 0.0, 0.55
LOSS, -32.0, -512.0, 554.0, -0.005333333333333333209.04352, 6000, 0, 1, 1660.0, 0.0, 0.6141666666666666
LOSS, 74.0, -512.0, 586.0, 0.012333333333333333209.08337, 6000, 0, 2, 1724.0, 0.0, 0.7296666666666667
LOSS, 0.0, -512.0, 512.0, 0.0211.53067, 6000, 0, 0, 1576.0, 0.0, 0.6926666666666667
LOSS, 0.0, -512.0, 512.0, 0.0190.72717, 6000, 0, 1, 1024.0, 0.0, 0.3481666666666667
LOSS, 0.0, -512.0, 512.0, 0.0177.00064, 6000, 0, 0, 2600.0, 0.0, 0.8633333333333333
LOSS, 0.0, -512.0, 512.0, 0.0225.00034, 6000, 0, 1, 1576.0, 0.0, 0.522
LOSS, -42.0, -512.0, 512.0, -0.007193.0, 6000, 0, 0, 2108.0, 0.0, 0.8093333333333333
LOSS, 42.0, -512.0, 554.0, 0.007193.26007, 6000, 0, 2, 1024.0, 0.0, 0.2803333333333333
LOSS, -42.0, -512.0, 512.0, -0.007225.81128, 6000, 0, 0, 1576.0, 0.0, 0.8126666666666666
LOSS, 42.0, -512.0, 554.0, 0.007209.0062, 6000, 0, 1, 1660.0, 0.0, 0.8058333333333333
LOSS, 0.0, -512.0, 512.0, 0.0226.32101, 6000, 0, 1, 1576.0, 0.0, 0.5471666666666667
LOSS, 0.0, -512.0, 512.0, 0.0209.01642, 6000, 0, 2, 1576.0, 0.0, 0.693
LOSS, 0.0, -512.0, 512.0, 0.0213.12076, 6000, 0, 2, 1576.0, 0.0, 0.6926666666666667
LOSS, -32.0, -512.0, 512.0, -0.005333333333333333227.53067, 6000, 0, 2, 1576.0, 0.0, 1.5446666666666666
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333177.0, 6000, 0, 0, 1024.0, 0.0, 0.2753333333333333
LOSS, -32.0, -512.0, 512.0, -0.005333333333333333225.04352, 6000, 0, 1, 1576.0, 0.0, 0.7376666666666667
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333193.0, 6000, 0, 1, 2172.0, 0.0, 1.0566666666666666
LOSS, 0.0, -512.0, 512.0, 0.0169.50256, 6000, 0, 2, 1576.0, 0.0, 0.7116666666666667
LOSS, 0.0, -512.0, 512.0, 0.0193.0, 6000, 0, 2, 1576.0, 0.0, 1.6613333333333333
LOSS, -42.0, -512.0, 512.0, -0.007177.18791, 6000, 0, 0, 1024.0, 0.0, 0.451
LOSS, 10.0, -512.0, 554.0, 0.0016666666666666668209.02673, 6000, 0, 1, 1660.0, 0.0, 0.8553333333333333
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333210.8284, 6000, 0, 2, 1640.0, 0.0, 0.6266666666666667
LOSS, 0.0, -512.0, 512.0, 0.0209.06024, 6000, 0, 1, 1576.0, 0.0, 0.6926666666666667
LOSS, -42.0, -512.0, 512.0, -0.007218.28716, 6000, 0, 0, 1024.0, 0.0, 0.19866666666666666
LOSS, 42.0, -512.0, 554.0, 0.007155.39499, 6000, 0, 1, 1660.0, 0.0, 0.8023333333333333
LOSS, -42.0, -512.0, 512.0, -0.007227.97725, 6000, 0, 0, 1576.0, 0.0, 0.55
LOSS, 42.0, -512.0, 554.0, 0.007193.0, 6000, 0, 1, 1024.0, 0.0, 0.369
LOSS, 0.0, -512.0, 512.0, 0.0193.00002, 6000, 0, 2, 1024.0, 0.0, 0.6073333333333333
LOSS, -42.0, -512.0, 512.0, -0.007225.0, 6000, 0, 0, 1576.0, 0.0, 0.644
LOSS, 42.0, -512.0, 554.0, 0.007209.0, 6000, 0, 1, 2224.0, 0.0, 0.9033333333333333
LOSS, 0.0, -512.0, 512.0, 0.0225.00002, 6000, 0, 1, 1024.0, 0.0, 0.348
LOSS, 0.0, -512.0, 512.0, 0.0209.0, 6000, 0, 2, 1024.0, 0.0, 0.25933333333333336
LOSS, 0.0, -512.0, 512.0, 0.0212.50266, 6000, 0, 2, 1576.0, 0.0, 0.522
LOSS, -32.0, -512.0, 512.0, -0.005333333333333333225.0, 6000, 0, 2, 1576.0, 0.0, 0.558
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333177.09808, 6000, 0, 0, 1576.0, 0.0, 0.9713333333333334
LOSS, -42.0, -512.0, 512.0, -0.007225.0, 6000, 0, 0, 1576.0, 0.0, 0.8126666666666666
LOSS, 52.0, -512.0, 554.0, 0.008666666666666666193.0062, 6000, 0, 1, 1024.0, 0.0, 0.194
LOSS, -10.0, -512.0, 502.0, -0.0016666666666666668193.00858, 6000, 0, 2, 1024.0, 0.0, 0.3463333333333333
LOSS, 0.0, -512.0, 512.0, 0.0193.0, 6000, 0, 2, 1024.0, 0.0, 0.43333333333333335
LOSS, 10.0, -512.0, 512.0, 0.0016666666666666668177.58615, 6000, 0, 1, 1024.0, 0.0, 0.29533333333333334
LOSS, -42.0, -512.0, 502.0, -0.007209.0, 6000, 0, 1, 1024.0, 0.0, 0.32816666666666666
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333209.00027, 6000, 0, 2, 1640.0, 0.0, 0.7086666666666667
LOSS, 0.0, -512.0, 512.0, 0.0210.32101, 6000, 0, 1, 1024.0, 0.0, 0.5171666666666667
LOSS, -42.0, -512.0, 512.0, -0.007209.0, 6000, 0, 0, 1024.0, 0.0, 0.376
LOSS, 42.0, -512.0, 554.0, 0.007177.09808, 6000, 0, 0, 1660.0, 0.0, 0.7136666666666667
LOSS, -42.0, -512.0, 512.0, -0.007229.84796, 6000, 0, 0, 1576.0, 0.0, 0.7206666666666667
LOSS, 42.0, -512.0, 554.0, 0.007193.07086, 6000, 0, 1, 2192.0, 0.0, 0.9033333333333333
LOSS, 0.0, -512.0, 512.0, 0.0193.0002, 6000, 0, 2, 1024.0, 0.0, 0.348
LOSS, 0.0, -512.0, 512.0, 0.0203.39499, 6000, 0, 2, 1576.0, 0.0, 1.5726666666666667
LOSS, -42.0, -512.0, 512.0, -0.007209.00034, 6000, 0, 0, 1576.0, 0.0, 0.7273333333333334
LOSS, 42.0, -512.0, 554.0, 0.007225.0, 6000, 0, 1, 1576.0, 0.0, 0.543
LOSS, 0.0, -512.0, 512.0, 0.0215.70998, 6000, 0, 2, 1024.0, 0.0, 0.348
LOSS, 0.0, -512.0, 512.0, 0.0209.01932, 6000, 0, 2, 1576.0, 0.0, 0.6926666666666667
LOSS, -64.0, -512.0, 512.0, -0.010666666666666666234.41895, 6000, 0, 2, 1024.0, 0.0, 0.571
LOSS, 64.0, -512.0, 576.0, 0.010666666666666666179.97725, 6000, 0, 0, 2268.0, 0.0, 0.8186666666666667
LOSS, 0.0, -512.0, 512.0, 0.0227.97725, 6000, 0, 2, 1024.0, 0.0, 0.348
LOSS, -32.0, -512.0, 512.0, -0.005333333333333333193.81128, 6000, 0, 1, 1024.0, 0.0, 0.415
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333193.26007, 6000, 0, 2, 1024.0, 0.0, 0.5396666666666666
LOSS, 0.0, -512.0, 512.0, 0.0200.89409, 6000, 0, 2, 1024.0, 0.0, 0.5186666666666667
LOSS, -42.0, -512.0, 512.0, -0.007178.55414, 6000, 0, 0, 1024.0, 0.0, 0.478
LOSS, 0.0, -512.0, 554.0, 0.0213.6341, 6000, 0, 1, 1024.0, 0.0, 0.39
LOSS, 42.0, -512.0, 554.0, 0.007209.00728, 6000, 0, 2, 1024.0, 0.0, 0.36566666666666664
LOSS, 0.0, -512.0, 512.0, 0.0211.15106, 6000, 0, 2, 1024.0, 0.0, 0.524
LOSS, -32.0, -512.0, 512.0, -0.005333333333333333213.84796, 6000, 0, 1, 1024.0, 0.0, 0.4866666666666667
LOSS, 32.0, -512.0, 544.0, 0.005333333333333333155.39499, 6000, 0, 0, 1024.0, 0.0, 0.43866666666666665
LOSS, 0.0, -512.0, 512.0, 0.0225.18791, 6000, 0, 1, 1576.0, 0.0, 0.522
LOSS, 0.0, -512.0, 512.0, 0.0193.03145, 6000, 0, 1, 1024.0, 0.0, 0.5186666666666667
LOSS, 0.0, -512.0, 512.0, 0.0193.00003, 6000, 0, 2, 1024.0, 0.0, 0.43
LOSS, -42.0, -512.0, 512.0, -0.007229.84796, 6000, 0, 0, 1024.0, 0.0, 0.4646666666666667
LOSS, 52.0, -512.0, 554.0, 0.008666666666666666190.72717, 6000, 0, 1, 1024.0, 0.0, 0.3923333333333333
LOSS, -10.0, -512.0, 502.0, -0.0016666666666666668225.0, 6000, 0, 1, 1556.0, 0.0, 0.517
LOSS, 0.0, -512.0, 512.0, 0.0209.00053, 6000, 0, 2, 1556.0, 0.0, 1.8203333333333334
LOSS, 0.0, -512.0, 512.0, 0.0209.00143, 6000, 0, 2, 1024.0, 0.0, 0.43
LOSS, -74.0, -512.0, 512.0, -0.012333333333333333226.55414, 6000, 0, 1, 1024.0, 0.0, 0.504
LOSS, 74.0, -512.0, 586.0, 0.012333333333333333178.32101, 6000, 0, 0, 1576.0, 0.0, 0.449
LOSS, 0.0, -512.0, 512.0, 0.0225.00008, 6000, 0, 2, 1024.0, 0.0, 0.3481666666666667
LOSS, -42.0, -512.0, 512.0, -0.007195.53067, 6000, 0, 1, 1024.0, 0.0, 0.29433333333333334
LOSS, 42.0, -512.0, 554.0, 0.007193.0, 6000, 0, 2, 1024.0, 0.0, 0.451
LOSS, 0.0, -512.0, 512.0, 0.0194.07333, 6000, 0, 2, 1024.0, 0.0, 0.25933333333333336
LOSS, -42.0, -512.0, 512.0, -0.007186.41895, 6000, 0, 0, 1024.0, 0.0, 0.458
LOSS, 52.0, -512.0, 554.0, 0.008666666666666666209.01395, 6000, 0, 2, 1024.0, 0.0, 0.48
LOSS, -10.0, -512.0, 502.0, -0.0016666666666666668209.00003, 6000, 0, 2, 1024.0, 0.0, 0.6996666666666667
LOSS, 0.0, -512.0, 512.0, 0.0183.33574, 6000, 0, 0, 1024.0, 0.0, 0.25933333333333336
LOSS, 10.0, -512.0, 512.0, 0.0016666666666666668209.01642, 6000, 0, 1, 1576.0, 0.0, 0.6256666666666667
LOSS, -10.0, -512.0, 502.0, -0.0016666666666666668183.70998, 6000, 0, 0, 1024.0, 0.0, 0.44233333333333336
LOSS, 10.0, -512.0, 512.0, 0.0016666666666666668226.55414, 6000, 0, 1, 1576.0, 0.0, 1.4346666666666668
LOSS, -52.0, -512.0, 502.0, -0.008666666666666666198.70348, 6000, 0, 0, 1024.0, 0.0, 0.5466666666666666
LOSS, 42.0, -512.0, 554.0, 0.007193.30597, 6000, 0, 0, 1024.0, 0.0, 0.5256666666666666
LOSS, -42.0, -512.0, 512.0, -0.007234.41895, 6000, 0, 0, 1024.0, 0.0, 0.4
LOSS, 52.0, -512.0, 554.0, 0.008666666666666666215.70998, 6000, 0, 1, 1576.0, 0.0, 0.569
LOSS, -52.0, -512.0, 502.0, -0.008666666666666666226.12286, 6000, 0, 0, 1024.0, 0.0, 0.4786666666666667
LOSS, 42.0, -512.0, 554.0, 0.007209.02673, 6000, 0, 2, 1024.0, 0.0, 0.5256666666666666
LOSS, 0.0, -512.0, 512.0, 0.0209.01932, 6000, 0, 2, 1024.0, 0.0, 0.3586666666666667
