LOSS, -512.0, -512.0, 0.0, -0.08534755792632105, 5999, 150.4399871826172, 0, 2, 815.3205891251564, 0.28129842877388, 1.1515331268310547, 0.13590941642359666
LOSS, -448.0, -512.0, 32.0, -0.07467911318553092, 5999, 189.25335693359375, 0, 4, 15324.885605633259, 0.36399221420288086, 20.130189895629883, 2.554573363166071
LOSS, -512.0, -512.0, 0.0, -0.08534755792632105, 5999, 206.7271728515625, 0, 2, 34033.7750210762, 3.075303316116333, 77.6981201171875, 5.673241377075547
LOSS, -512.0, -512.0, 0.0, -0.08534755792632105, 5999, 190.09500122070312, 0, 10, 71067.7875111103, 3.8198652267456055, 39.34574508666992, 11.84660568613274
LOSS, 520.0, -554.0, 42.0, 0.08936243340780203, 5819, 223.0, 12, 16, 89979.92282009125, 8.109396934509277, 42.7606201171875, 15.463124732787636
LOSS, -476.0, -554.0, 32.0, -0.6694796061884669, 711, 223.0, 352, 6, 12996.281161308289, 9.60264778137207, 44.64102554321289, 18.27887645753627
LOSS, 322.0, -554.0, 48.0, 0.16623644811564275, 1937, 223.0, 270, 25, 42998.89534473419, 9.652456283569336, 48.514732360839844, 22.198706941008876
WIN , 2162.0, -42.0, 1024.0, 0.5045507584597433, 4285, 182.86810302734375, 114, 32, 113166.00548839569, 13.671894073486328, 68.56010437011719, 26.409802914444736
LOSS, 650.0, -554.0, 48.0, 0.17416934619506966, 3732, 207.0, 151, 32, 130755.77851867676, 16.979490280151367, 196.25816345214844, 35.036382239731175
WIN , 2058.0, -42.0, 1024.0, 0.5652293326009338, 3641, 192.19288635253906, 157, 22, 196096.24043273926, 26.12871742248535, 400.1215515136719, 53.85779742728351
LOSS, -512.0, -512.0, 0.0, -0.08534755792632105, 5999, 181.72488403320312, 0, 4, 460551.28788375854, 43.45455551147461, 353.4974670410156, 76.77134320449385
LOSS, 462.0, -512.0, 48.0, 0.07701283547257877, 5999, 197.84796142578125, 0, 18, 486077.2906227112, 44.247047424316406, 638.132080078125, 81.02638616814656
LOSS, -156.0, -512.0, 32.0, -0.026004334055675947, 5999, 190.7271728515625, 0, 7, 498001.2365036011, 57.43218231201172, 315.3995361328125, 83.01404175755977
LOSS, -278.0, -512.0, 32.0, -0.046341056842807135, 5999, 231.64369201660156, 0, 4, 648150.0776977539, 69.13944244384766, 360.06072998046875, 108.04302011964559
WIN , 3390.0, 0.0, 1024.0, 0.6501726121979287, 5214, 180.1680908203125, 52, 35, 623858.7975921631, 84.42569732666016, 551.128662109375, 119.65070916612257
LOSS, -56.0, -512.0, 32.0, -0.009334889148191364, 5999, 195.15106201171875, 0, 10, 728305.9527893066, 82.4573974609375, 403.5049743652344, 121.40455955814413
LOSS, 238.0, -554.0, 32.0, 0.0919629057187017, 2588, 223.0, 227, 19, 352561.7713470459, 84.33830261230469, 431.4461975097656, 136.22943251431448
LOSS, -78.0, -512.0, 32.0, -0.013002167027837973, 5999, 198.70347595214844, 0, 13, 718922.9311599731, 86.90404510498047, 339.99017333984375, 119.84046193698502
LOSS, 130.0, -554.0, 32.0, 0.024870862827625788, 5227, 223.0, 51, 12, 678749.7168121338, 93.97731018066406, 389.1217346191406, 129.8545469317264
LOSS, -320.0, -554.0, 32.0, -0.2471042471042471, 1295, 191.0, 313, 5, 182455.34677124023, 101.18502807617188, 338.43017578125, 140.89215966891138
LOSS, -638.0, -554.0, 0.0, -0.9259796806966618, 689, 207.0, 354, 1, 96108.04456329346, 109.08759307861328, 278.9814147949219, 139.4891793371458
LOSS, -350.0, -554.0, 48.0, -0.06539611360239163, 5352, 223.0, 43, 6, 698885.3284301758, 100.0670394897461, 360.0580749511719, 130.5839552373273
LOSS, 14.0, -554.0, 32.0, 0.004392845936617509, 3187, 186.447998046875, 187, 11, 448614.65560150146, 100.01107025146484, 319.524658203125, 140.76393335472278
