LOSS, 11625.30009765626, -14.062462615966798, 38.8, 5.743725344691828, 223.0, 2023, 65, 19, 8987.060066723441, 0.0, 117.56898775733085, 4.440247068539249, 716, 0, 0
LOSS, 3530.359291076637, -2065.3000968933106, 18.41839599609375, 1.176786430358879, 233.40611, 3000, 0, 7, 13991.352540728863, 0.0, 2076.030091094971, 4.6637841802429545, 1183, 0, 0
LOSS, 6804.552151489173, -655.6593879699707, 19.975982666015625, 2.2681840504963913, 227.8846, 3000, 0, 15, 8492.057087689693, 0.0, 657.8006605094829, 2.8306856958965643, 1593, 0, 0
LOSS, 2502.7310745239283, -1360.2115394592286, 18.612579345703125, 2.8057523256994714, 223.0, 892, 140, 4, 2822.9055447983965, 0.0, 1368.6161734423029, 3.1646923147964086, 1664, 0, 0
LOSS, 11488.067590331952, -664.7426151275635, 18.00578155517578, 4.547928578912095, 207.0, 2526, 31, 19, 1.492732856908013E11, 0.0, 7.463664052413171E10, 5.909472909374557E7, 1862, 0, 0
LOSS, 3106.3245605468796, -2651.0102043151855, 18.27020263671875, 4.76430147323141, 223.0, 652, 156, 7, 3744.356500098618, 0.0, 2667.3468899045783, 5.7428780676359175, 1934, 0, 0
LOSS, 11409.82177734375, -1377.3347648620606, 17.918315124511718, 9.223784783624696, 223.0, 1237, 117, 32, 3833.7461329247417, 0.0, 1389.620792388916, 3.0992288867621194, 2065, 0, 0
LOSS, -447.3729003906262, -3417.756544494629, 17.794902038574218, -2.0905275719188143, 207.0, 214, 185, 4, 3632.3347665054625, 0.0, 3430.63566058443, 16.97352694628721, 2074, 0, 0
LOSS, 13593.257128906287, -890.3836441040039, 17.279826354980468, 9.038069899538755, 175.0, 1504, 99, 28, 5223.578930918784, 0.0, 1392.2758491516115, 3.473124289174723, 2200, 0, 0
LOSS, 6075.937744140609, -3323.6407730102537, 16.559184265136718, 5.864804772336495, 175.0, 1036, 130, 15, 928854.8027112815, 0.0, 842377.6079405544, 896.5779948950593, 2303, 0, 0
LOSS, 6239.242651367179, -2139.5785171508787, 16.857157897949218, 8.900488803662167, 191.0, 701, 153, 16, 347232.1791205087, 0.0, 342037.32916441205, 495.3383439664889, 2369, 0, 0
LOSS, 12149.231762695312, -1948.8211685180663, 17.517802429199218, 8.822971505225354, 223.0, 1377, 108, 25, 1.2990761663402742E14, 0.0, 1.2990761662967522E14, 9.434104330720946E10, 2496, 0, 0
